StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,QID3,Q1,Q1_5_TEXT,Q2,Q3,Q4,Q4_10_TEXT,Q5,Q6,Q7,Q8,Q8_4_TEXT,Q9,Q9_4_TEXT,Q10,Q11,Q12,Q12_4_TEXT,Q 13-20_1,Q 13-20_2,Q 13-20_3,Q 13-20_4,Q 13-20_5,Q 13-20_6,Q 13-20_7,Q 13-20_8,Q21,Q22,Q 23-38_1,Q 23-38_2,Q 23-38_3,Q 23-38_4,Q 23-38_5,Q 23-38_6,Q 23-38_7,Q 23-38_8,Q 23-38_9,Q 23-38_10,Q 23-38_11,Q 23-38_12,Q 23-38_13,Q 23-38_14,Q 23-38_15,Q 23-38_16,Q 23-38_16_TEXT,Q39,Q39_7_TEXT,Q40,Q 41-56_1,Q 41-56_2,Q 41-56_3,Q 41-56_4,Q 41-56_5,Q 41-56_6,Q 41-56_7,Q 41-56_8,Q 41-56_9,Q 41-56_10,Q 41-56_11,Q 41-56_12,Q 41-56_13,Q 41-56_14,Q 41-56_15,Q 41-56_16,Q57,Q58,Q59,Q60,Q61
9/9/24 10:14,9/9/24 10:15,IP Address,,57,89,FALSE,9/16/24 10:15,R_5DAXiLO2nHSdrrz,,,,,,,anonymous,EN,"Yes, I Agree",United States,,Yes,"Middle School,Secondary school/High School",Spanish,,35,3,I have used GenAI.,ChatGPT,,ChatGPT,,"No, I use the free version.","Very accessible (e.g., I can access and use generative AI tools whenever I want to)","Computer,iPad or tablet,Cellular telephone",,5- Very much so,5- Very much so,5- Very much so,5- Very much so,5- Very much so,5- Very much so,5- Very much so,5- Very much so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/9/24 10:17,9/9/24 10:19,IP Address,,50,144,FALSE,9/16/24 10:19,R_5hg4YMHW6HuSUF1,,,,,,,anonymous,EN,"Yes, I Agree",United States,,Yes,Secondary school/High School,Spanish,,32,7,I have heard of it but I do not use it.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/9/24 13:23,9/9/24 13:23,IP Address,,7,17,FALSE,9/16/24 13:23,R_1gU84iXKylvrr0K,,,,,,,anonymous,EN,"Yes, I Agree",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/9/24 20:33,9/9/24 20:34,IP Address,,50,78,FALSE,9/16/24 20:34,R_3eP5lLKG7n8eWYN,,,,,,,anonymous,EN,"Yes, I Agree",United States,,Yes,Secondary school/High School,Spanish,,32,12,I have used GenAI.,"ChatGPT,Gemini",,Gemini,,"No, I use the free version.","Very accessible (e.g., I can access and use generative AI tools whenever I want to)","Computer,Cellular telephone",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/18/24 11:52,9/18/24 11:58,IP Address,,100,352,TRUE,9/18/24 11:58,R_162Rhk1qWqgjQ4x,,,,,,,anonymous,EN,"Yes, I Agree",United States,,Yes,Secondary school/High School,Spanish,,32,2,I have used GenAI.,"ChatGPT,Gemini",,Gemini,,"No, I use the free version.","Very accessible (e.g., I can access and use generative AI tools whenever I want to)","Computer,Cellular telephone",,5- Very much so,4-Yes,5- Very much so,3 - Moderately,4-Yes,5- Very much so,5- Very much so,4-Yes,Yes,Weekly,2= To little extent,2= To little extent,3=To some extent,1=To no extent,1=To no extent,1=To no extent,1=To no extent,3=To some extent,1=To no extent,4=To a large extent,1=To no extent,1=To no extent,2= To little extent,1=To no extent,1=To no extent,4=To a large extent,Develop discussion post prompts,"Workshops,Experimentation",,Yes,3=To some extent,3=To some extent,3=To some extent,3=To some extent,1=To no extent,2= To little extent,1=To no extent,3=To some extent,2= To little extent,3=To some extent,1=To no extent,3=To some extent,3=To some extent,1=To no extent,3=To some extent,2= To little extent,,Putting my own ideas into the AI and it organizing it for me. This saves me time in editing and revising.,That students use it to respond to their work instead of as an assistance tool.,,
9/18/24 12:49,9/18/24 12:54,IP Address,,100,338,TRUE,9/18/24 12:54,R_6uxgykJbMufyt9z,,,,,,,anonymous,EN,"Yes, I Agree",United States,,Yes,Secondary school/High School,Spanish,,25,4,I have used GenAI.,"ChatGPT,Other",Brisk,ChatGPT,,"No, I use the free version.","Very accessible (e.g., I can access and use generative AI tools whenever I want to)",Computer,,4-Yes,2 - Slightly,3 - Moderately,1 - Not at all,1 - Not at all,1 - Not at all,1 - Not at all,1 - Not at all,Yes,Monthly,1=To no extent,2= To little extent,2= To little extent,1=To no extent,1=To no extent,1=To no extent,1=To no extent,1=To no extent,1=To no extent,1=To no extent,1=To no extent,1=To no extent,1=To no extent,1=To no extent,1=To no extent,1=To no extent,,Experimentation,,No,,,,,,,,,,,,,,,,,Creating resources in the target language and differentiating tasks based on student ability levels. ,It can help me differentiate texts easily. ,Students will use it to complete assignments. ,N/A,"Yes, I would like to receive professional development on how to provide feedback, create sample texts and differentiate texts. "
9/11/24 11:40,9/11/24 13:33,IP Address,,87,6826,FALSE,9/18/24 13:34,R_1UNDuj4Qfn0k5Gh,,,,,,,anonymous,EN,"Yes, I Agree",United States,,Yes,Secondary school/High School,Spanish,,27,This is year number 4.,I have used GenAI.,ChatGPT,,ChatGPT,,"No, I use the free version.","Very accessible (e.g., I can access and use generative AI tools whenever I want to)",Computer,,5- Very much so,5- Very much so,5- Very much so,3 - Moderately,5- Very much so,5- Very much so,5- Very much so,4-Yes,Yes,Monthly,3=To some extent,3=To some extent,3=To some extent,4=To a large extent,3=To some extent,3=To some extent,3=To some extent,1=To no extent,2= To little extent,1=To no extent,1=To no extent,1=To no extent,1=To no extent,3=To some extent,2= To little extent,1=To no extent,,Teacher preparation program,,No,,,,,,,,,,,,,,,,,I really feel like I can use AI on anything I want. I think photo generation could be better - The generations usually can only get so specific limiting what can be created.,,,,
9/12/24 21:06,9/12/24 21:06,IP Address,,7,10,FALSE,9/19/24 21:06,R_4OiPCtcaSlpwSdJ,,,,,,,anonymous,EN,"Yes, I Agree",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/23/24 18:29,9/23/24 19:00,IP Address,,100,1911,TRUE,9/23/24 19:00,R_60v4OiPF95dtK2x,,,,,,,anonymous,EN,"Yes, I Agree",United States,,Yes,Primary/Elementary School,French,,50,7,I have used GenAI.,ChatGPT,,ChatGPT,,"No, I use the free version.","Somewhat accessible (e.g., I can get access to generative AI, but it isn’t always easy)","Computer,Cellular telephone",,3 - Moderately,4-Yes,4-Yes,3 - Moderately,4-Yes,3 - Moderately,4-Yes,4-Yes,Yes,Monthly,2= To little extent,2= To little extent,2= To little extent,2= To little extent,2= To little extent,2= To little extent,2= To little extent,2= To little extent,2= To little extent,2= To little extent,2= To little extent,1=To no extent,1=To no extent,1=To no extent,3=To some extent,1=To no extent,,"Workshops,Colleagues,Internet (e.g., Google, YouTube)",,Yes,3=To some extent,3=To some extent,3=To some extent,3=To some extent,3=To some extent,3=To some extent,3=To some extent,2= To little extent,3=To some extent,3=To some extent,3=To some extent,2= To little extent,2= To little extent,4=To a large extent,4=To a large extent,3=To some extent,"For Assessments, newsletters, creation of a website.","Effective use of time in preparing teaching materials
The use of Duolingo
More students' engagement","This can reduce interactions, too much automatism, less natural contact that can generate lack of natural affection, empathy, and so on.","Our school district strictly restricted access to this tool on campus.
Sometimes, the free app said"" You have reached the limits"".
",Development of Language Learning materials.
9/24/24 16:24,9/24/24 16:32,IP Address,,100,480,TRUE,9/24/24 16:32,R_3QGarHwAGdvim5r,,,,,,,anonymous,EN,"Yes, I Agree",United States,,Yes,"Middle School,Secondary school/High School"," Latin,Spanish",,25,4,I have used GenAI.,ChatGPT,,ChatGPT,,"No, I use the free version.","Somewhat accessible (e.g., I can get access to generative AI, but it isn’t always easy)","Computer,Cellular telephone",,4-Yes,2 - Slightly,4-Yes,4-Yes,4-Yes,4-Yes,1 - Not at all,4-Yes,Yes,Daily,4=To a large extent,4=To a large extent,4=To a large extent,4=To a large extent,1=To no extent,3=To some extent,1=To no extent,1=To no extent,3=To some extent,2= To little extent,2= To little extent,1=To no extent,2= To little extent,2= To little extent,3=To some extent,5=To a very large extent,None,"Internet (e.g., Google, YouTube),Experimentation",,No,,,,,,,,,,,,,,,,,"I would love for GenAI to be more easily integrated with Google Drive. I have used GenAI some to develop code to use in Google Apps Script to generate forms, but its capabilities within the API are limited.",I would like to create chatbot type HW that could be recorded in some way and automatically graded (for review by the teacher),Students cheating,Difficult to integrate with some tools I already use (mainly Google suite of tools),"Absolutely. Tips and tricks for grading, lesson planning, and so on"
9/25/24 19:58,9/25/24 20:02,IP Address,,100,248,TRUE,9/25/24 20:02,R_7ScXcs4LkBEAZaf,,,,,,,anonymous,EN,"Yes, I Agree",United States,,Yes,Secondary school/High School,Spanish,,28,3,I have heard of it but I do not use it.,,,,,,,,,2 - Slightly,2 - Slightly,1 - Not at all,1 - Not at all,1 - Not at all,1 - Not at all,1 - Not at all,1 - Not at all,No,,,,,,,,,,,,,,,,,,,"Internet (e.g., Google, YouTube)",,No,,,,,,,,,,,,,,,,,,,,,
9/27/24 6:29,9/27/24 6:44,IP Address,,100,865,TRUE,9/27/24 6:44,R_5lHOGESBym5JS2l,,,,,,,anonymous,EN,"Yes, I Agree",United States,,Yes,"Middle School,Secondary school/High School",Spanish,,50,10,I have used GenAI.,ChatGPT,,ChatGPT,,"No, I use the free version.","Very accessible (e.g., I can access and use generative AI tools whenever I want to)",Computer,,4-Yes,5- Very much so,4-Yes,2 - Slightly,1 - Not at all,1 - Not at all,1 - Not at all,1 - Not at all,Yes,Monthly,1=To no extent,2= To little extent,2= To little extent,1=To no extent,1=To no extent,1=To no extent,1=To no extent,1=To no extent,1=To no extent,1=To no extent,1=To no extent,4=To a large extent,1=To no extent,1=To no extent,3=To some extent,1=To no extent,,"Internet (e.g., Google, YouTube),Experimentation",,No,,,,,,,,,,,,,,,,,To create personal experiences and tasks that could help students grow their Spanish of the specific vocabulary and grammar that we are using.,"I use it for one project in which students create a song in Spanish and I give them the rules, after they are done on paper they go and ask ChatGpt to correct the grammar mistakes. They print both versions, highlight the changes from their version to the new version, and explain how they failed to do it correctly. This helps me to save time in grading and they can reflect on their mistakes.",My worry is students get their work done without learning,My biggest challenge is probably not knowing enough about it yet.,"Yes, I would love to see examples of activities that enrich the learning of students in a specific chapter I created and which have objectives defined. "
9/27/24 6:48,9/27/24 6:52,IP Address,,100,202,TRUE,9/27/24 6:52,R_33VwV9u9jJe4019,,,,,,,anonymous,EN,"Yes, I Agree",United States,,Yes,Post high school/University Level,Other,Italian,40,15,I have used GenAI.,"ChatGPT,Gemini",,ChatGPT,,"Yes, my employer pays for it.","Very accessible (e.g., I can access and use generative AI tools whenever I want to)","Computer,Cellular telephone",,4-Yes,4-Yes,4-Yes,4-Yes,4-Yes,4-Yes,4-Yes,4-Yes,Yes,Weekly,2= To little extent,3=To some extent,3=To some extent,3=To some extent,3=To some extent,3=To some extent,3=To some extent,3=To some extent,3=To some extent,3=To some extent,3=To some extent,2= To little extent,2= To little extent,3=To some extent,2= To little extent,5=To a very large extent,for personalized learning for students and synchronous conversation practice,"Workshops,Colleagues,Internet (e.g., Google, YouTube),Experimentation",,No,,,,,,,,,,,,,,,,,voice,"personalized instruction, immediate feedback, improved writing, speaking, vocabulary, saves time for teachers ",the time required to add AI literacy to course outcomes in a language course that is already very full/intensive,,"yes, more workshops"
9/27/24 7:02,9/27/24 7:18,IP Address,,100,908,TRUE,9/27/24 7:18,R_7zZL37CsPVVEeRk,,,,,,,anonymous,EN,"Yes, I Agree",United States,,Yes,Post high school/University Level,Spanish,,54,30,I have used GenAI.,"ChatGPT,Claude,Gemini",,ChatGPT,,"Yes, I pay for it.","Very accessible (e.g., I can access and use generative AI tools whenever I want to)",Computer,,5- Very much so,5- Very much so,5- Very much so,5- Very much so,5- Very much so,5- Very much so,5- Very much so,5- Very much so,Yes,Monthly,1=To no extent,5=To a very large extent,1=To no extent,5=To a very large extent,5=To a very large extent,5=To a very large extent,1=To no extent,1=To no extent,1=To no extent,1=To no extent,1=To no extent,1=To no extent,1=To no extent,1=To no extent,1=To no extent,1=To no extent,,"Workshops,Experimentation",,Yes,1=To no extent,1=To no extent,5=To a very large extent,5=To a very large extent,5=To a very large extent,5=To a very large extent,1=To no extent,1=To no extent,1=To no extent,1=To no extent,1=To no extent,5=To a very large extent,1=To no extent,1=To no extent,1=To no extent,5=To a very large extent,"Imagine generation (I don't use it b/c It has not given me what I asked for usually), and spontaneous oral interaction with chatbots.","It is pretty good to generate plausible stories with elaborated input as well as authentic-like conversations. I use elevenlabs to generate audio based on these texts and that has allowed me to provide students with larger amounts of comprehensible input with little effort. To me, that is priceless. ","The damage to the environment, to be honest. ",I have not encountered barriers to create materials and enhance my in-person classes. ,"I think training on how to best guide students to use AI without harming their learning is a concern to me. It is simply too temping and too easy to get AI to do the work for you bypassing learning. I'm not sure if university students' (18-22 years old) can really understand this and even if they understand it, it may not matter if the language learning is not a priority. "
9/27/24 7:40,9/27/24 7:51,IP Address,,100,672,TRUE,9/27/24 7:51,R_34jRUVtJ8np9WJ2,,,,,,,anonymous,EN,"Yes, I Agree",United States,,Yes,Secondary school/High School,Spanish,,65,37,I have used GenAI.,"ChatGPT,Claude,Gemini",,ChatGPT,,"No, I use the free version.","Very accessible (e.g., I can access and use generative AI tools whenever I want to)",Computer,,4-Yes,2 - Slightly,3 - Moderately,1 - Not at all,3 - Moderately,3 - Moderately,3 - Moderately,3 - Moderately,Yes,Daily,2= To little extent,5=To a very large extent,3=To some extent,5=To a very large extent,2= To little extent,5=To a very large extent,3=To some extent,2= To little extent,3=To some extent,4=To a large extent,2= To little extent,1=To no extent,1=To no extent,5=To a very large extent,3=To some extent,1=To no extent,,"Workshops,Internet (e.g., Google, YouTube),Experimentation",,Yes,3=To some extent,4=To a large extent,2= To little extent,3=To some extent,3=To some extent,2= To little extent,1=To no extent,2= To little extent,2= To little extent,2= To little extent,1=To no extent,1=To no extent,1=To no extent,2= To little extent,2= To little extent,1=To no extent,To grade and provide feedback.,It allows me to spend more time with my students and less time researching information for class. It also allows me to create material for students and adapt it to their level of Spanish.,Depending too much on it.,It is close to what I envision but not quite there.,"Yes, to look at legal ramifications and privacy issues."
9/27/24 8:05,9/27/24 8:13,IP Address,,100,507,TRUE,9/27/24 8:13,R_1hmBLfyhcESHP3S,,,,,,,anonymous,EN,"Yes, I Agree",United States,,Yes,"Middle School,Secondary school/High School,Post high school/University Level","French,Spanish",,50,20,I have used GenAI.,"ChatGPT,Other","MagicSchoolAI, Diffit, Brisk",Other,MagicSchoolAI,"No, I use the free version.","Very accessible (e.g., I can access and use generative AI tools whenever I want to)","Computer,Cellular telephone",,4-Yes,4-Yes,4-Yes,4-Yes,3 - Moderately,3 - Moderately,3 - Moderately,3 - Moderately,Yes,Daily,2= To little extent,1=To no extent,1=To no extent,2= To little extent,2= To little extent,3=To some extent,2= To little extent,2= To little extent,2= To little extent,3=To some extent,3=To some extent,4=To a large extent,4=To a large extent,4=To a large extent,4=To a large extent,4=To a large extent,Create reports and revise work,"Workshops,Other",Volunteered as pioneers with the company,Yes,3=To some extent,3=To some extent,3=To some extent,3=To some extent,3=To some extent,2= To little extent,3=To some extent,2= To little extent,3=To some extent,3=To some extent,3=To some extent,4=To a large extent,4=To a large extent,4=To a large extent,4=To a large extent,3=To some extent,NA,Save time,"I don't because, eventually, it will be pervasive in our work.",The challenge is to get students to use it appropriately.,I would love to learn more about creating content to facilitate language learning.
9/27/24 8:30,9/27/24 8:37,IP Address,,100,429,TRUE,9/27/24 8:37,R_3NK9DEVohLGoJYa,,,,,,,anonymous,EN,"Yes, I Agree",United States,,Yes,"Primary/Elementary School,Post high school/University Level","English,Mandarin",,54,30+,I have heard of it but I do not use it.,,,,,,,,,3 - Moderately,1 - Not at all,4-Yes,1 - Not at all,1 - Not at all,1 - Not at all,1 - Not at all,1 - Not at all,No,,,,,,,,,,,,,,,,,,,"Other,I have not yet learned about how to use generative AI  in my classroom.",Family members ,No,,,,,,,,,,,,,,,,,"Reading.
Test questions.",Safe time to look for materials.,"I don’t worry, but I know AI cannot demonstrate culture.","In a long(er) article, AI says a lot of “sentences” but does not tell the reader “a point”.",Yes. Narrow down search area so I don’t waste time looking through a lot of unrelated material.
9/27/24 9:07,9/27/24 9:16,IP Address,,100,551,TRUE,9/27/24 9:16,R_1iC2CMxmUSionqJ,,,,,,,anonymous,EN,"Yes, I Agree",United States,,Yes,Post high school/University Level,Spanish,,36,12,I have used GenAI.,Other,Microsoft Copilot,Other,Microsoft Copilot,"Yes, my employer pays for it.","Very accessible (e.g., I can access and use generative AI tools whenever I want to)",Computer,,4-Yes,4-Yes,4-Yes,4-Yes,4-Yes,4-Yes,2 - Slightly,4-Yes,Yes,Monthly,1=To no extent,1=To no extent,1=To no extent,3=To some extent,1=To no extent,3=To some extent,1=To no extent,1=To no extent,1=To no extent,1=To no extent,1=To no extent,1=To no extent,1=To no extent,1=To no extent,1=To no extent,1=To no extent,,"Workshops,Internet (e.g., Google, YouTube),Experimentation",,No,,,,,,,,,,,,,,,,,I can't think of any right now.,"I teach reading strategies, so I have used it to create slightly different texts to work on finding the main idea, etc., which saves me time.  I know you can also use a chatbot to give feedback to students.  ",I'm worried that admin will see its possibilities and assume language teachers are no longer needed.,"Since it's pulling from sometimes questionable sources, you can't be sure that it's accurate.","I attended a workshop on AI in language teaching, which talked about how it worked, how to engineer prompts, how to use it to give feedback, etc.  It was very helpful."
9/27/24 10:33,9/27/24 11:06,IP Address,,100,1933,TRUE,9/27/24 11:06,R_5uERAuPoa5VtYgd,,,,,,,anonymous,EN,"Yes, I Agree",United States,,Yes,Secondary school/High School,Spanish,,55,12,I have heard of it but I do not use it.,,,,,,,,,3 - Moderately,4-Yes,2 - Slightly,2 - Slightly,4-Yes,4-Yes,3 - Moderately,4-Yes,Yes,Monthly,3=To some extent,3=To some extent,4=To a large extent,4=To a large extent,2= To little extent,5=To a very large extent,5=To a very large extent,3=To some extent,2= To little extent,4=To a large extent,3=To some extent,2= To little extent,3=To some extent,3=To some extent,3=To some extent,4=To a large extent,Quizes/Tests,"Colleagues,Internet (e.g., Google, YouTube),Experimentation,Other",,No,,,,,,,,,,,,,,,,,At this point I’m getting my feet wet and learning how to use it. I use it almost daily and currently I don’t have a task that I would like to use GenAI.  ,Benefits - professional writing. Quick and easy (super easy and super quick) to complete and have assignments or materials for class. Or email responses to parents. There is tons of free AI tools out there.  ,"My worries are that in fact students are using it too and we are going back and forth communicating with AI’s, not true human knowledge here. 

Most of the work is done in a Chromebook so it is easier to access AI tools. 

My students have agreed and admitted that they have used AI tools for my assignments.

I have opted to do more hands on and less Chromebook in the classroom. I want my students to lean and I can assess their knowledge not AI’s knowledge. ","Right now, no challenge since I’m just starting to get to know it better.. I’m liking it though. It cuts down my time and I like the work it does for me with the AI tools I have. Also, it feels like I have fresh and new ideas every day. (It almost feels wrong saying that)","Yes, I would love to have a professional development related to GenAI.  Oh my, I need to know my limits (or is there a limit?)

I feel like I have done some research and I have been able to find GenAI to just about anything. From texts, letters, PPTs, videos, and more in both Spanish and English.  So anything would be helpful to me. "
9/27/24 11:15,9/27/24 11:28,IP Address,,100,772,TRUE,9/27/24 11:28,R_1LXgeKzfaQGuMxs,,,,,,,anonymous,EN,"Yes, I Agree",United States,,Yes,Post high school/University Level,German,,60,34,I have used GenAI.,"ChatGPT,Gemini",,ChatGPT,,"Yes, my employer pays for it.","Very accessible (e.g., I can access and use generative AI tools whenever I want to)","Computer,Cellular telephone",,5- Very much so,5- Very much so,5- Very much so,5- Very much so,5- Very much so,3 - Moderately,3 - Moderately,4-Yes,Yes,Monthly,1=To no extent,1=To no extent,1=To no extent,3=To some extent,1=To no extent,2= To little extent,1=To no extent,3=To some extent,3=To some extent,3=To some extent,1=To no extent,1=To no extent,2= To little extent,1=To no extent,5=To a very large extent,5=To a very large extent,Using Copilot to get information,"Workshops,Colleagues,Experimentation,Other",Reading articles and books,Yes,1=To no extent,1=To no extent,1=To no extent,2= To little extent,2= To little extent,2= To little extent,1=To no extent,1=To no extent,2= To little extent,2= To little extent,1=To no extent,1=To no extent,2= To little extent,1=To no extent,2= To little extent,2= To little extent,In meaningful student learning activities,"A powerful tool to generate texts, images, videos","That it will demotivate students to learn another language, because everyone can use machine translation.
In a very short span of time we might have unlearned to check the output of genAI, because we will have never not generated it.","I have not yet figured out who it can be integrated meaningfully and without ""encouraging"" students to use shortcuts and cheat.","personally, on effective and sustainable learning activities with genAI"
9/27/24 5:41,9/27/24 12:57,IP Address,,100,26156,TRUE,9/27/24 12:57,R_5IHspyPD6SrSPrW,,,,,,,anonymous,EN,"Yes, I Agree",United States,,Yes,"Middle School,Secondary school/High School",Spanish,,58,30+,I have used GenAI.,Other,,Other,,"No, I use the free version.","Somewhat accessible (e.g., I can get access to generative AI, but it isn’t always easy)",Computer,,5- Very much so,4-Yes,4-Yes,3 - Moderately,2 - Slightly,2 - Slightly,1 - Not at all,4-Yes,Yes,Monthly,1=To no extent,1=To no extent,1=To no extent,1=To no extent,1=To no extent,1=To no extent,1=To no extent,1=To no extent,1=To no extent,1=To no extent,1=To no extent,1=To no extent,1=To no extent,1=To no extent,1=To no extent,3=To some extent,Create images to go with class writing,"Experimentation,I have not yet learned about how to use generative AI  in my classroom.",,No,,,,,,,,,,,,,,,,,,Leveling texts,Errors,"Time to research and learn.
Lack of a school policy.","Yes, online on demand."
9/27/24 13:05,9/27/24 13:12,IP Address,,100,429,TRUE,9/27/24 13:12,R_6h4Myyy1s550N6K,,,,,,,anonymous,EN,"Yes, I Agree",United States,,Yes,Secondary school/High School,Spanish,,27,3,I have used GenAI.,"ChatGPT,Gemini",,Gemini,,"No, I use the free version.","Somewhat accessible (e.g., I can get access to generative AI, but it isn’t always easy)",Computer,,4-Yes,4-Yes,4-Yes,4-Yes,3 - Moderately,4-Yes,3 - Moderately,4-Yes,Yes,Monthly,1=To no extent,2= To little extent,1=To no extent,5=To a very large extent,1=To no extent,4=To a large extent,1=To no extent,1=To no extent,3=To some extent,1=To no extent,5=To a very large extent,1=To no extent,1=To no extent,1=To no extent,1=To no extent,1=To no extent,,"Workshops,Colleagues,Internet (e.g., Google, YouTube),Experimentation",,Yes,1=To no extent,1=To no extent,1=To no extent,1=To no extent,1=To no extent,1=To no extent,1=To no extent,1=To no extent,1=To no extent,1=To no extent,1=To no extent,1=To no extent,1=To no extent,1=To no extent,1=To no extent,1=To no extent,I use GenAI for what I currently would like to use it for. ,"'-Takes the burden off teachers to creating materials
-You can craft materials linked directly to student interest and proficiency levels
-You can tailor written materials to your lesson.","'-I worry that it might make teachers less likely to find authentic sources in class. For example, I have noticed that in my school, when looking for written texts, we immediately turn to ChatGPT or Gemini rather than putting in more effort to finding an appropriate non-pedagogical authentic source. ","Students don't have access to GenAI tools. So sometimes, we'll think of cool ways to integrate GenAI, such as using descriptions and having AI create images, but students can't access those sources.",No
9/27/24 14:16,9/27/24 14:27,IP Address,,100,644,TRUE,9/27/24 14:27,R_5UjotGRSZYZCQut,,,,,,,anonymous,EN,"Yes, I Agree",United States,,Yes,Secondary school/High School,French,,57,30 yrs,I have heard of it but I do not use it.,,,,,,,,,3 - Moderately,4-Yes,4-Yes,3 - Moderately,4-Yes,4-Yes,4-Yes,5- Very much so,No,,,,,,,,,,,,,,,,,,,"Colleagues,Students/Children,Internet (e.g., Google, YouTube),I have not yet learned about how to use generative AI  in my classroom.",,No,,,,,,,,,,,,,,,,,"I don't use GenAI because I believe (but cannot prove, but for my own experience) that working with a. real text, or teacher generated text is the right choice.  
I am concerned that GenAI can produces texts that are like vanillin (an artificial vanilla flavor).  It seems like the target language, but it's not ... It's bitter and lacking authenticity.",Benefits:  The student has a document that meets them where they are.,"There needs to be ""stretch"" in the knowledge.  I'm concerned that GenAI can result in a text that is at level, but does not push to a higher level; stagnant.  Knowledge can be reinforced, but true learning happens with moments of discomfort.","Time, Time, Time.  How to integrate?  What does this replace?  Where are the samples that prove that the students are improving, that they are challenged?  I've seen some GenAI materials in TB (it's gotta be...) but it is dry, overly simplified, and ""sans gout.""","Sure!!!  As critical as I am, I am ignorant.  I need it to be pre-packaged.  I teach 4-5 separate levels in any year.  The range of the students is from motivated to bump on a log.  If Gen AI can produce something that encourages students to interact, huzzah!!  But there needs to be a VALUE to encourage students to work on RETENTION."
9/27/24 14:37,9/27/24 14:38,IP Address,,100,39,TRUE,9/27/24 14:38,R_5Oow8KMI2GlqUWk,,,,,,,anonymous,EN,"Yes, I Agree",United States,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/28/24 8:24,9/28/24 8:27,IP Address,,100,195,TRUE,9/28/24 8:27,R_7F2OgWRd63pj2iL,,,,,,,anonymous,EN,"Yes, I Agree",Other,,Yes,Secondary school/High School,French,,55,32,I have heard of it but I do not use it.,,,,,,,,,4-Yes,4-Yes,4-Yes,3 - Moderately,2 - Slightly,1 - Not at all,1 - Not at all,2 - Slightly,No,,,,,,,,,,,,,,,,,,,Experimentation,,No,,,,,,,,,,,,,,,,,creatiing images,not sure,"cheating on a massive scale, no need for teachers anymore, everything is computerized and the personal aspect is gone",,"perhaps, as long as it is not pollyanna and understands that this is an issue for teachers"
9/28/24 9:27,9/28/24 9:37,IP Address,,100,561,TRUE,9/28/24 9:37,R_7CHPf4kjsuuu7wI,,,,,,,anonymous,EN,"Yes, I Agree",United States,,Yes,"Middle School,Post high school/University Level",French,,49,25,I have used GenAI.,"ChatGPT,Gemini",,ChatGPT,,"Yes, I pay for it.","Very accessible (e.g., I can access and use generative AI tools whenever I want to)",Computer,,5- Very much so,5- Very much so,5- Very much so,5- Very much so,5- Very much so,5- Very much so,5- Very much so,5- Very much so,Yes,Weekly,5=To a very large extent,3=To some extent,5=To a very large extent,5=To a very large extent,3=To some extent,4=To a large extent,1=To no extent,1=To no extent,5=To a very large extent,5=To a very large extent,4=To a large extent,2= To little extent,5=To a very large extent,4=To a large extent,4=To a large extent,1=To no extent,,"Internet (e.g., Google, YouTube),Experimentation",,Yes,5=To a very large extent,5=To a very large extent,5=To a very large extent,1=To no extent,1=To no extent,1=To no extent,1=To no extent,1=To no extent,3=To some extent,3=To some extent,5=To a very large extent,5=To a very large extent,5=To a very large extent,5=To a very large extent,5=To a very large extent,5=To a very large extent,I'm not sure.,"Creating multiple versions, gathering vocabulary","1.  The AI chatbots in the most common tools: MagicSchool AI, School AI etc, are terrible and are not focused on any WL standard.  They are focused on grammar knowledge.  A scan of the ""chat"" on Mizzou are ""practice past tense"", etc.
2.  Students may think that they have done something wrong when in fact the Chatbot has given them the wrong answer.
3.  We may prioritize non human generated language over true interpersonal conversation.",Tools not having ACTFL or state standards built in.  The Chatbot spitting out poorly designed lessons that will make us go back in time.,I'm one who has been doing PD for WL language teachers
