StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,QID3,Q1,Q1_9_TEXT,Q2,Q3,Q4,Q4_19_TEXT,Q5,Q6,Q7,Q8,Q8_4_TEXT,Q9,Q9_4_TEXT,Q10,Q11,Q12,Q12_7_TEXT,Q 13-20_1,Q 13-20_2,Q 13-20_3,Q 13-20_4,Q 13-20_5,Q 13-20_6,Q 13-20_7,Q 13-20_8,Q21,Q22,Q 23-38_1,Q 23-38_2,Q 23-38_3,Q 23-38_4,Q 23-38_5,Q 23-38_6,Q 23-38_7,Q 23-38_8,Q 23-38_9,Q 23-38_10,Q 23-38_11,Q 23-38_12,Q 23-38_13,Q 23-38_14,Q 23-38_15,Q 23-38_16,Q 23-38_16_TEXT,Q39,Q39_14_TEXT,Q40,Q 41-56_1,Q 41-56_2,Q 41-56_3,Q 41-56_4,Q 41-56_5,Q 41-56_6,Q 41-56_7,Q 41-56_8,Q 41-56_9,Q 41-56_10,Q 41-56_11,Q 41-56_12,Q 41-56_13,Q 41-56_14,Q 41-56_15,Q 41-56_16,Q57,Q58,Q59,Q60,Q61
11/6/24 7:22,11/6/24 7:55,IP Address,,100,1949,TRUE,11/6/24 7:55,R_8kFfndHv38fkTUq,,,,,,,anonymous,EN,Ja,Deutschland,,Ja,Sekundarschule/Gymnasium,Englisch,,47,21 Jahre,Ich habe GenAI verwendet.,"ChatGPT,Andere","Fobizz und Articlett, was beides auf ChatGPT basiert",Andere,"Fobizz und Articlett, was beides auf ChatGPT basiert","Ja, mein Arbeitgeber bezahlt dafür.","Eingeschränkt  zugänglich (z.B. Ich kann auf generative KI zugreifen, aber es ist nicht immer einfach)",iPad oder Tablet,,4- Gut,5- Sehr gut,5- Sehr gut,5- Sehr gut,3 - Mäßig,4- Gut,4- Gut,5- Sehr gut,Ja,Monatlich,1= Gar nicht,1= Gar nicht,1= Gar nicht,3= Etwas,3= Etwas,3= Etwas,1= Gar nicht,1= Gar nicht,1= Gar nicht,2= Wenig,2= Wenig,3= Etwas,3= Etwas,1= Gar nicht,4= Viel,1= Gar nicht,,"Workshops,Kollegen/Kolleginnen,Internet (z.B. Google, YouTube),Experimentieren",,Ja,1= Gar nicht,2= Wenig,1= Gar nicht,3= Etwas,3= Etwas,4= Viel,1= Gar nicht,1= Gar nicht,1= Gar nicht,2= Wenig,2= Wenig,3= Etwas,3= Etwas,2= Wenig,4= Viel,4= Viel,"Generell würde ich AI gerne für vieles verwenden, aber der Datenschutz ist sehr restriktiv in Deutschland. Außerdem ist es für viele Aufgaben noch nicht gut genug, zB könnte ich mir nicht vorstellen, eine ganze Unterrichtsstunde von der KI planen zu lassen. ",ChatGPT und co sind phänomenal im Erzeugen von allen möglichen Texten. ,Wie lange braucht es überhaupt noch Sprachunterricht? DeepL übersetzt jetzt schon fantastisch und mit einer Text to Speech KI könnte man dadurch seinen persönlichen Babelfisch bekommen. ,"Datenschutz in Deutschland, speziell BaWü. 
Keine 1:1 Ausstattung mit Endgeräten. ","Ja, das könnte schon mal sinnvoll sein, aktuell habe ich aber zu wenig Englisch. Außerdem bin ich aktuell ganz gut informiert. Wenn es Neue Tools gibt, wäre eine Fobi vllt sinnvoll. "
11/7/24 11:12,11/7/24 11:18,IP Address,,100,331,TRUE,11/7/24 11:18,R_2FV8yWdHh4rR2vr,,,,,,,anonymous,EN,Ja,Deutschland,,Ja,Grundschule,Englisch,,29,4,Ich habe GenAI verwendet.,ChatGPT,,ChatGPT,,"Nein, ich benutze die kostenlose Version.","Überhaupt nicht zugänglich (z.B. es ist sehr schwierig oder unmöglich, auf generative KI-Tools zuzugreifen)",Computer,,4- Gut,2 - Leicht,4- Gut,2 - Leicht,2 - Leicht,2 - Leicht,2 - Leicht,4- Gut,Nein,,,,,,,,,,,,,,,,,,,Workshops,,Nein,,,,,,,,,,,,,,,,,Texte für Klassenarbeiten erstellen,Schnell generierte Texte ohne viel Suchen,"Eventuelle Fehler, die man als nicht Muttersprachler nicht erkennt","Fehlendes Wlan, fehlende mobile Geräte im Klassenzimmer","Ja einen Workshop oder ein Videotool, welches man mehrmals und jederzeit anschauen kann."
11/8/24 3:02,11/8/24 4:04,IP Address,,100,3772,TRUE,11/8/24 4:04,R_2jdDYCHjOGtuY4Q,,,,,,,anonymous,EN,Ja,Deutschland,,Ja,Sekundarschule/Gymnasium,Englisch,,43,16 Jahre,Ich habe GenAI verwendet.,ChatGPT,,ChatGPT,,"Nein, ich benutze die kostenlose Version.",Sehr zugänglich (z.B. Ich kann generative KI-Tools jederzeit verwenden),"Computer,iPad oder Tablet,Mobiltelefon",,2 - Leicht,2 - Leicht,3 - Mäßig,3 - Mäßig,3 - Mäßig,3 - Mäßig,3 - Mäßig,3 - Mäßig,Ja,Monatlich,2= Wenig,1= Gar nicht,1= Gar nicht,1= Gar nicht,1= Gar nicht,3= Etwas,1= Gar nicht,1= Gar nicht,1= Gar nicht,1= Gar nicht,1= Gar nicht,1= Gar nicht,1= Gar nicht,1= Gar nicht,3= Etwas,1= Gar nicht,,"Workshops,Andere (bitte eintragen)",Fachtag Bili (2023 und 2024),Nein,,,,,,,,,,,,,,,,,"'-korrigieren, Bewertungen ","'- individuelles Lernen
- Texte auf unterschiedlichen Niveaus erstllen lassen (in der Unterrichtsvorbereitung für die Lehrkraft sowie für die SuS im Unterricht)
- Ideen für die Unterrichtsvorbereitung ","'- SuS verlernen das produktive Schreiben, in dem sie ""schreiben lassen"".
- Schriftliche Ausarbeitungen (bspw. für eine GFS) können sehr leicht und komplett erstellt werden, ohne dass die SuS hier einen Eigenanteil haben. ","'- (Mobile) Endgeräte müssen zur Verfügung stehen.
- Kostenlose KI-Tools müssen für die entsprechende Altersgruppe geeignet sein. ","Ja, gerne konkrete Praxisbeispiele, online oder in Präsenz. "
11/10/24 11:42,11/10/24 11:58,IP Address,,100,908,TRUE,11/10/24 11:58,R_8lmAc47WPJK2mw6,,,,,,,anonymous,EN,Ja,Deutschland,,Ja,Sekundarschule/Gymnasium,Englisch,,37,13 Jahre,"Ich habe davon gehört, aber ich benutze es nicht.",,,,,,,,,2 - Leicht,3 - Mäßig,3 - Mäßig,3 - Mäßig,3 - Mäßig,3 - Mäßig,3 - Mäßig,3 - Mäßig,Nein,,,,,,,,,,,,,,,,,,,"Kollegen/Kolleginnen,Internet (z.B. Google, YouTube)",,Nein,,,,,,,,,,,,,,,,,,"'- Relativ schnelle und realistische Abbildungen von authentischen Sprechsituationen
- einholen von persönlichem Feedback (z.B. bei Schülertexten)
- leichtere und schnellere Erstellung von didaktisch aufbereiteten Texten","Dass Schüler:innen sich zu sehr auf die KI verlassen und nicht mehr so motiviert sind, „selbst“ etwas anzupacken - denn die KI kann das ja vermeintlich auch.",,"Ja, unbedingt!
Mich würde jegliche Art interessieren, insbesondere jedoch im Bereich Lehrer-Schüler-Feedback. Sprich: Wie können sich die Schüler:innen mit Hilfe von KI Feedback einholen (bspw. bei der eigenen Textproduktion)."
11/10/24 12:38,11/10/24 12:46,IP Address,,100,487,TRUE,11/10/24 12:46,R_2qNBpEsi701TBKl,,,,,,,anonymous,EN,Ja,Deutschland,,Ja,"Mittelschule,Sekundarschule/Gymnasium",Englisch,,51,Über 20 Jahre,Ich habe GenAI verwendet.,ChatGPT,,ChatGPT,,"Nein, ich benutze die kostenlose Version.",Sehr zugänglich (z.B. Ich kann generative KI-Tools jederzeit verwenden),"Computer,Mobiltelefon",,5- Sehr gut,5- Sehr gut,3 - Mäßig,3 - Mäßig,3 - Mäßig,3 - Mäßig,3 - Mäßig,4- Gut,Ja,Wöchentlich,3= Etwas,3= Etwas,2= Wenig,4= Viel,1= Gar nicht,5= Sehr viel,3= Etwas,3= Etwas,1= Gar nicht,2= Wenig,2= Wenig,2= Wenig,2= Wenig,1= Gar nicht,3= Etwas,1= Gar nicht,,"Lehrerausbildung ,Kollegen/Kolleginnen",,Ja,3= Etwas,4= Viel,2= Wenig,4= Viel,3= Etwas,4= Viel,3= Etwas,3= Etwas,1= Gar nicht,2= Wenig,2= Wenig,3= Etwas,1= Gar nicht,1= Gar nicht,2= Wenig,2= Wenig,"Korrektur von Schülerarbeiten, Erstellung Arbeitsblätter",Zeitersparnis bei der Anpassung von Texten auf verschiedenen Niveaus. Erspart eigenes Brainstorming ,Betrugsmöglichkeit für Schüler ist sehr niederschwellig,Ausstattung der Schule,
11/10/24 13:17,11/10/24 13:20,IP Address,,100,181,TRUE,11/10/24 13:20,R_2Y9WiEoyuFD4kpO,,,,,,,anonymous,EN,Ja,Deutschland,,Ja,Sekundarschule/Gymnasium,Englisch,,42,15,"Ich habe davon gehört, aber ich benutze es nicht.",,,,,,,,,1 - Gar nicht,2 - Leicht,1 - Gar nicht,1 - Gar nicht,1 - Gar nicht,1 - Gar nicht,1 - Gar nicht,2 - Leicht,Nein,,,,,,,,,,,,,,,,,,,"Kollegen/Kolleginnen,Internet (z.B. Google, YouTube),Ich habe noch nicht gelernt, wie man generative KI in meinem Unterricht einsetzt.",,Nein,,,,,,,,,,,,,,,,,,,Kurzpräsentationen werden vorbereitet.,Anwendung,Basiswissen
11/11/24 0:15,11/11/24 0:22,IP Address,,100,398,TRUE,11/11/24 0:22,R_2WQ7Dh9jwnOFaVz,,,,,,,anonymous,EN,Ja,Deutschland,,Ja,Mittelschule,Englisch,,41,14 Jahre,Ich habe GenAI verwendet.,Andere,,Andere,,"Nein, ich benutze die kostenlose Version.",Sehr zugänglich (z.B. Ich kann generative KI-Tools jederzeit verwenden),Mobiltelefon,,3 - Mäßig,5- Sehr gut,5- Sehr gut,1 - Gar nicht,1 - Gar nicht,2 - Leicht,2 - Leicht,4- Gut,Nein,,,,,,,,,,,,,,,,,,,Kollegen/Kolleginnen,,Nein,,,,,,,,,,,,,,,,,Erstellung von Klassenarbeiten,Zeitersparnis auf Lehrerseite,Dass Sprache weniger zur Kommunikation unter Menschen genutzt wird,Ich kenne nicht den Umgang des Möglichen ,Interne Fortbildung in der Fachschaft
11/11/24 2:57,11/11/24 2:59,IP Address,,100,135,TRUE,11/11/24 2:59,R_8ouphFwJFRvJPuk,,,,,,,anonymous,EN,Ja,Deutschland,,Ja,Sekundarschule/Gymnasium,Englisch,,37,7 Jahre,"Ich habe davon gehört, aber ich benutze es nicht.",,,,,,,,,3 - Mäßig,3 - Mäßig,3 - Mäßig,1 - Gar nicht,4- Gut,4- Gut,4- Gut,3 - Mäßig,Nein,,,,,,,,,,,,,,,,,,,"Kollegen/Kolleginnen,Internet (z.B. Google, YouTube)",,Nein,,,,,,,,,,,,,,,,,,,,,
11/11/24 6:20,11/11/24 6:38,IP Address,,100,1090,TRUE,11/11/24 6:38,R_8opmNo3fW0Q5mBH,,,,,,,anonymous,EN,Ja,Deutschland,,Ja,Sekundarschule/Gymnasium,Englisch,,43,15 Jahre,Ich habe GenAI verwendet.,ChatGPT,,ChatGPT,,"Nein, ich benutze die kostenlose Version.","Eingeschränkt  zugänglich (z.B. Ich kann auf generative KI zugreifen, aber es ist nicht immer einfach)","Computer,Mobiltelefon",,2 - Leicht,3 - Mäßig,4- Gut,4- Gut,4- Gut,3 - Mäßig,4- Gut,4- Gut,Ja,Wöchentlich,3= Etwas,1= Gar nicht,1= Gar nicht,3= Etwas,1= Gar nicht,1= Gar nicht,2= Wenig,1= Gar nicht,1= Gar nicht,3= Etwas,3= Etwas,1= Gar nicht,1= Gar nicht,3= Etwas,3= Etwas,1= Gar nicht,,"Workshops,Lehrerausbildung ,Experimentieren",,Nein,,,,,,,,,,,,,,,,,,,,,
11/11/24 8:50,11/11/24 8:53,IP Address,,100,179,TRUE,11/11/24 8:53,R_2fadof0KqZdznZa,,,,,,,anonymous,EN,Ja,Deutschland,,Ja,Sekundarschule/Gymnasium,Englisch,,42,15 Jahre,Ich habe GenAI verwendet.,"ChatGPT,Claude,Gemini",,ChatGPT,,"Nein, ich benutze die kostenlose Version.",Sehr zugänglich (z.B. Ich kann generative KI-Tools jederzeit verwenden),Computer,,4- Gut,5- Sehr gut,4- Gut,3 - Mäßig,4- Gut,4- Gut,4- Gut,4- Gut,Ja,Wöchentlich,3= Etwas,1= Gar nicht,1= Gar nicht,4= Viel,3= Etwas,4= Viel,3= Etwas,2= Wenig,5= Sehr viel,1= Gar nicht,3= Etwas,2= Wenig,2= Wenig,4= Viel,4= Viel,1= Gar nicht,,"Kollegen/Kolleginnen,Experimentieren",,Nein,,,,,,,,,,,,,,,,,,,,,
11/11/24 9:04,11/11/24 9:07,IP Address,,100,206,TRUE,11/11/24 9:07,R_2dyc0pYWGd2xUPD,,,,,,,anonymous,EN,Ja,Deutschland,,Ja,Sekundarschule/Gymnasium,Englisch,,41,14,"Ich habe davon gehört, aber ich benutze es nicht.",,,,,,,,,1 - Gar nicht,3 - Mäßig,2 - Leicht,4- Gut,3 - Mäßig,2 - Leicht,2 - Leicht,3 - Mäßig,Nein,,,,,,,,,,,,,,,,,,,"Lernende/Kinder,Ich habe noch nicht gelernt, wie man generative KI in meinem Unterricht einsetzt.",,Nein,,,,,,,,,,,,,,,,,Vokabeltests entwickeln und korrigieren lassen; Ausspracheübungen für Lernende differenziert und individuell entwickeln.,Entlastung in der Erstellung von Materialien,Korrektheit von Material und inwiefern es dem Niveau angepasst ist.,ich verwende es noch nicht,Ja. 
11/11/24 9:30,11/11/24 9:34,IP Address,,100,255,TRUE,11/11/24 9:34,R_2LEtRi4zRhnMN9f,,,,,,,anonymous,EN,Ja,Deutschland,,Ja,Grundschule,Englisch,,32,7,"Ich habe davon gehört, aber ich benutze es nicht.",,,,,,,,,2 - Leicht,3 - Mäßig,2 - Leicht,1 - Gar nicht,1 - Gar nicht,1 - Gar nicht,2 - Leicht,2 - Leicht,Nein,,,,,,,,,,,,,,,,,,,"Ich habe noch nicht gelernt, wie man generative KI in meinem Unterricht einsetzt.",,Nein,,,,,,,,,,,,,,,,,,,,,
11/12/24 7:52,11/12/24 7:57,IP Address,,100,268,TRUE,11/12/24 7:57,R_8xsp4UFhn0Bmqdz,,,,,,,anonymous,EN,Ja,Deutschland,,Ja,Mittelschule,Englisch,,50,20 Jahre,Ich habe noch nie davon gehört.,,,,,,,,,1 - Gar nicht,1 - Gar nicht,1 - Gar nicht,1 - Gar nicht,1 - Gar nicht,1 - Gar nicht,1 - Gar nicht,1 - Gar nicht,Nein,,,,,,,,,,,,,,,,,,,"Ich habe noch nicht gelernt, wie man generative KI in meinem Unterricht einsetzt.",,Nein,,,,,,,,,,,,,,,,,,,,,"Ja, welche Art kann ich nicht beurteilen, weil ich mich damit gar nicht auskenne "
11/12/24 8:13,11/12/24 8:16,IP Address,,100,164,TRUE,11/12/24 8:16,R_2Hov6vChF55P4ro,,,,,,,anonymous,EN,Ja,Deutschland,,Ja,Mittelschule,Englisch,,43,7 Jahre,Ich habe noch nie davon gehört.,,,,,,,,,1 - Gar nicht,3 - Mäßig,1 - Gar nicht,1 - Gar nicht,1 - Gar nicht,1 - Gar nicht,1 - Gar nicht,1 - Gar nicht,Nein,,,,,,,,,,,,,,,,,,,"Ich habe noch nicht gelernt, wie man generative KI in meinem Unterricht einsetzt.",,Nein,,,,,,,,,,,,,,,,,Kommunikative Aufgaben,Keine,Keine,Keine ,
11/13/24 1:49,11/13/24 1:55,IP Address,,100,358,TRUE,11/13/24 1:55,R_2sdL9TvHxEtI2Xf,,,,,,,anonymous,EN,Ja,Deutschland,,Ja,Grundschule,Andere _____,,65 Jahre,40 Jahre,"Ich habe davon gehört, aber ich benutze es nicht.",,,,,,,,,1 - Gar nicht,1 - Gar nicht,1 - Gar nicht,1 - Gar nicht,1 - Gar nicht,1 - Gar nicht,1 - Gar nicht,1 - Gar nicht,Nein,,,,,,,,,,,,,,,,,,,"Kollegen/Kolleginnen,Ich habe noch nicht gelernt, wie man generative KI in meinem Unterricht einsetzt.",,Nein,,,,,,,,,,,,,,,,,,,,,
11/6/24 6:57,11/6/24 6:57,IP Address,,7,14,FALSE,11/13/24 6:57,R_8YIy1rnxnKbc3UB,,,,,,,anonymous,EN,Ja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/6/24 6:59,11/6/24 7:02,IP Address,,80,203,FALSE,11/13/24 7:02,R_21zIKa1CAd3RtXd,,,,,,,anonymous,EN,Ja,Deutschland,,Ja,Sekundarschule/Gymnasium,Englisch,,30,6,Ich habe GenAI verwendet.,ChatGPT,,ChatGPT,,"Nein, ich benutze die kostenlose Version.",Sehr zugänglich (z.B. Ich kann generative KI-Tools jederzeit verwenden),Mobiltelefon,,3 - Mäßig,3 - Mäßig,3 - Mäßig,3 - Mäßig,3 - Mäßig,3 - Mäßig,3 - Mäßig,4- Gut,Ja,Wöchentlich,1= Gar nicht,1= Gar nicht,3= Etwas,3= Etwas,2= Wenig,4= Viel,4= Viel,3= Etwas,3= Etwas,2= Wenig,1= Gar nicht,3= Etwas,3= Etwas,2= Wenig,4= Viel,1= Gar nicht,,"Kollegen/Kolleginnen,Internet (z.B. Google, YouTube)",,Ja,,,,,,,,,,,,,,,,,,,,,
11/14/24 0:50,11/14/24 0:54,IP Address,,100,227,TRUE,11/14/24 0:54,R_8KdsK1maFbc2gBD,,,,,,,anonymous,EN,Ja,Deutschland,,Ja,Sekundarschule/Gymnasium,Englisch,,46,20 Jahre,Ich habe GenAI verwendet.,ChatGPT,,ChatGPT,,"Nein, ich benutze die kostenlose Version.","Überhaupt nicht zugänglich (z.B. es ist sehr schwierig oder unmöglich, auf generative KI-Tools zuzugreifen)","Computer,iPad oder Tablet,Mobiltelefon",,5- Sehr gut,5- Sehr gut,5- Sehr gut,4- Gut,5- Sehr gut,5- Sehr gut,5- Sehr gut,5- Sehr gut,Ja,Monatlich,2= Wenig,3= Etwas,4= Viel,3= Etwas,2= Wenig,4= Viel,4= Viel,4= Viel,4= Viel,4= Viel,4= Viel,3= Etwas,2= Wenig,2= Wenig,2= Wenig,2= Wenig,,"Internet (z.B. Google, YouTube)",,Nein,,,,,,,,,,,,,,,,,,,,,
11/14/24 1:52,11/14/24 1:56,IP Address,,100,260,TRUE,11/14/24 1:56,R_8bgsR0U7Kk2mN3z,,,,,,,anonymous,EN,Ja,Deutschland,,Ja,Sekundarschule/Gymnasium,Englisch,,39,10,Ich habe GenAI verwendet.,ChatGPT,,ChatGPT,,"Nein, ich benutze die kostenlose Version.","Überhaupt nicht zugänglich (z.B. es ist sehr schwierig oder unmöglich, auf generative KI-Tools zuzugreifen)","Computer,iPad oder Tablet",,3 - Mäßig,2 - Leicht,3 - Mäßig,5- Sehr gut,3 - Mäßig,2 - Leicht,2 - Leicht,5- Sehr gut,Nein,,,,,,,,,,,,,,,,,,,"Kollegen/Kolleginnen,Lernende/Kinder",,Nein,,,,,,,,,,,,,,,,,"Unterrichtsvorbereitung, Differenzierung","Erleichterung der Korrekturen, differenziertes Feedback für Lernende","Datenschutz, Korrektheit der Ergebnisse von KI-erstellten Inhalten","Zugänglichkeit im Unterricht, Verfügbarkeit, Verwendbarkeit ","Ja, Workshop mit Praxisbeispielen "
11/14/24 1:58,11/14/24 2:06,IP Address,,100,506,TRUE,11/14/24 2:06,R_2ghVUo7DKHfUSNb,,,,,,,anonymous,EN,Ja,Deutschland,,Ja,Sekundarschule/Gymnasium,Englisch,,51,23,Ich habe GenAI verwendet.,ChatGPT,,ChatGPT,,"Nein, ich benutze die kostenlose Version.",Sehr zugänglich (z.B. Ich kann generative KI-Tools jederzeit verwenden),"Computer,iPad oder Tablet,Mobiltelefon",,4- Gut,4- Gut,4- Gut,3 - Mäßig,3 - Mäßig,2 - Leicht,2 - Leicht,3 - Mäßig,Ja,Wöchentlich,3= Etwas,1= Gar nicht,2= Wenig,2= Wenig,2= Wenig,1= Gar nicht,2= Wenig,2= Wenig,1= Gar nicht,3= Etwas,1= Gar nicht,1= Gar nicht,1= Gar nicht,1= Gar nicht,1= Gar nicht,1= Gar nicht,,"Kollegen/Kolleginnen,Internet (z.B. Google, YouTube),Andere (bitte eintragen)",Ausprobieren,Nein,,,,,,,,,,,,,,,,,"Korrekturen, Arbeitsblätter, Differenzierung","schneller Ideenpool, Variationen im Unterrichtsverlauf, Individualisierung","Erziehung zum Nachschlagen statt Wissen, zu wenig Eigenleistung der SuS",Ein Gerät pro SchülerIn ist nicht immer verfügbar,"Ja, einen Überblick über die Möglichkeiten zu bekommen.
Differenzierungsmöglichkeiten durch KI"
11/17/24 2:44,11/17/24 2:51,IP Address,,87,436,FALSE,11/24/24 2:51,R_8EoCRZCmfot0JU0,,,,,,,anonymous,EN,Ja,Deutschland,,Ja,Sekundarschule/Gymnasium,Englisch,,31,Mit Vorbereitungsdienst ca. Dreieinhalb Jahre,Ich habe GenAI verwendet.,ChatGPT,,ChatGPT,,"Nein, ich benutze die kostenlose Version.",Sehr zugänglich (z.B. Ich kann generative KI-Tools jederzeit verwenden),Computer,,4- Gut,3 - Mäßig,5- Sehr gut,5- Sehr gut,1 - Gar nicht,1 - Gar nicht,1 - Gar nicht,4- Gut,Nein,,,,,,,,,,,,,,,,,,,"Kollegen/Kolleginnen,Internet (z.B. Google, YouTube)",,Nein,,,,,,,,,,,,,,,,,Individueller Lernzuwachs (Fremdsprache),,,,
